diff_points_moy_5,diff_buts_pour_moy_5,diff_buts_contre_moy_5,diff_tirs_moy_5
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0.0,-1.0,0.0,-5.0
3.0,3.0,-2.0,4.0
1.0,2.0,2.0,-12.0
-1.0,-1.0,0.0,2.0
3.0,2.0,-1.0,0.0
-3.0,-2.0,4.0,-7.0
3.0,2.0,-3.0,11.0
-3.0,-2.0,1.0,-2.0
-1.0,-2.0,0.0,-3.0
0.0,-2.0,0.0,-8.0
0.0,0.5,-0.5,4.0
0.5,0.0,-1.0,2.5
-0.5,0.5,3.5,-5.5
1.5,1.5,-2.0,11.0
-1.0,-1.0,0.0,7.0
-2.5,-3.0,1.5,-13.5
-1.0,0.0,1.0,0.5
-2.0,-2.5,0.0,-5.0
1.5,1.5,-0.5,5.0
-1.5,-0.5,1.0,-11.5
2.0,2.3333333333333335,-0.6666666666666666,11.333333333333332
-0.6666666666666666,-0.33333333333333337,1.3333333333333333,-1.333333333333334
2.0,1.6666666666666667,-1.3333333333333333,4.666666666666667
-1.0,-0.6666666666666667,1.0,-9.666666666666668
0.6666666666666665,0.6666666666666665,0.0,3.666666666666666
0.0,-0.6666666666666667,-0.6666666666666667,-10.666666666666668
0.6666666666666667,0.33333333333333337,0.0,-5.666666666666666
-0.33333333333333337,-0.33333333333333326,0.0,-1.333333333333334
0.0,-1.6666666666666667,-1.3333333333333335,-1.666666666666666
0.0,-0.33333333333333304,0.0,-2.666666666666666
1.5,1.0,-1.5,7.75
0.25,0.0,0.0,2.5
2.25,2.0,-0.5,6.5
0.0,-0.25,1.0,-5.5
-1.0,-1.25,-0.5,-5.5
-0.75,0.0,0.75,-1.5
1.5,0.75,-1.0,-3.25
2.0,1.25,-1.0,-0.25
0.75,0.25,-1.0,0.75
0.0,-0.25,-0.75,7.5
-1.6,-1.4,0.6000000000000001,-1.4000000000000004
2.0,1.0000000000000002,-0.7999999999999999,1.200000000000001
0.19999999999999996,0.6000000000000001,0.6000000000000001,-1.5999999999999996
0.6,1.2000000000000002,-0.40000000000000013,2.5999999999999996
-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-5.199999999999999
0.7999999999999999,0.0,-0.40000000000000013,2.8000000000000007
-2.1999999999999997,-2.1999999999999997,1.2000000000000002,-12.600000000000001
-1.4,-0.6000000000000001,1.4,1.4000000000000004
0.19999999999999996,0.3999999999999999,0.0,2.5999999999999996
-2.4,-1.7999999999999998,1.4000000000000001,-8.600000000000001
-0.5999999999999999,-0.3999999999999999,-0.20000000000000018,-5.0
0.19999999999999973,0.5999999999999999,0.19999999999999996,3.1999999999999993
-0.20000000000000018,0.20000000000000018,0.4,4.200000000000001
0.0,-0.40000000000000013,-0.40000000000000013,-1.8000000000000007
-1.2000000000000002,-1.4,1.0000000000000002,-5.800000000000001
1.5999999999999999,1.7999999999999998,-1.2000000000000002,15.200000000000001
-1.0,-1.4,-0.40000000000000013,-5.3999999999999995
1.0,-0.3999999999999999,-1.0,2.4000000000000004
0.0,-0.7999999999999999,0.3999999999999999,0.0
0.5999999999999999,1.2000000000000002,1.0000000000000002,1.1999999999999993
